pH,HCO3,source
9.2,19.67391987,van Geest (Netherlands)
9.2,21.98838965,van Geest (Netherlands)
8.4,17.10663161,van Geest (Netherlands)
8.18,7.974751455,van Geest (Netherlands)
3.3,1.127316827,van Geest (Netherlands)
6.7,20.15844974,van Geest (Netherlands)
7.03,7.486035076,van Geest (Netherlands)
6.4,24.09098347,van Geest (Netherlands)
7.7,4.813985972,van Geest (Netherlands)
8,112.8862821,van Geest (Netherlands)
4.3,182.8685414,van Geest (Netherlands)
7.7,211.8631672,van Geest (Netherlands)
7.8,202.1388551,van Geest (Netherlands)
9.9,20.56952427,van Geest (Netherlands)
8.06,185.8069022,van Geest (Netherlands)
8.6,157.1498193,van Geest (Netherlands)
7.76,238.9694322,van Geest (Netherlands)
7.6,170.62352,van Geest (Netherlands)
8.5,156.548423,van Geest (Netherlands)
7.4,210.8537728,van Geest (Netherlands)
7.9,108.3682372,van Geest (Netherlands)
8.6,128.937551,van Geest (Netherlands)
7.25,29.22212444,van Geest (Netherlands)
7.4,155.6669113,van Geest (Netherlands)
7.35,168.288584,van Geest (Netherlands)
7.58,150.9053324,van Geest (Netherlands)
8.1,163.8021472,van Geest (Netherlands)
8.9,164.8417659,van Geest (Netherlands)
8.6,95.34438043,van Geest (Netherlands)
8.2,149.2864421,van Geest (Netherlands)
8.3,247.8819191,van Geest (Netherlands)
8,223.312516,van Geest (Netherlands)
8.6,191.911921,van Geest (Netherlands)
7.7,171.906055,van Geest (Netherlands)
8.6,252.7990226,van Geest (Netherlands)
8.5,93.88542953,van Geest (Netherlands)
8.2,62.73017848,van Geest (Netherlands)
8.5,206.1180741,van Geest (Netherlands)
8.6,71.80441173,van Geest (Netherlands)
9.04,108.0579819,van Geest (Netherlands)
9.26,73.16269669,van Geest (Netherlands)
8.8,157.6229971,van Geest (Netherlands)
9.4,54.86613071,van Geest (Netherlands)
8.2,154.7983462,van Geest (Netherlands)
8.6,131.6121892,van Geest (Netherlands)
8,333.4014929,van Geest (Netherlands)
8.3,90.01007901,van Geest (Netherlands)
8.3,160.8615987,van Geest (Netherlands)
9.2,84.3806708,van Geest (Netherlands)
8.9,113.7310657,van Geest (Netherlands)
7.5,66.14840408,van Geest (Netherlands)
7.8,162.4141254,van Geest (Netherlands)
7.8,157.6096547,van Geest (Netherlands)
7.9,157.9131003,van Geest (Netherlands)
8,293.8189623,van Geest (Netherlands)
8.2,247.0681634,van Geest (Netherlands)
8,257.4076747,van Geest (Netherlands)
7.9,150.9929594,van Geest (Netherlands)
7.7,215.8335211,van Geest (Netherlands)
8.4,200.3244483,van Geest (Netherlands)
9,159.0386354,van Geest (Netherlands)
7.3,22.04715566,van Geest (Netherlands)
7.4,91.38370422,van Geest (Netherlands)
6,0.299763251,van Geest (Netherlands)
5.6,0.685096712,van Geest (Netherlands)
7,5.248186266,van Geest (Netherlands)
7.5,86.4070344,van Geest (Netherlands)
6.3,0.54460499,van Geest (Netherlands)
6.8,5.69686657,van Geest (Netherlands)
5.7,0.037173271,van Geest (Netherlands)
5.9,0.037126179,van Geest (Netherlands)
5.2,0.020611616,van Geest (Netherlands)
6.8,29.23296753,van Geest (Netherlands)
8.75,68.49570067,van Geest (Netherlands)
7.45,83.62822747,van Geest (Netherlands)
7.23,36.35484598,van Geest (Netherlands)
8.84,33.52283405,van Geest (Netherlands)
7.81,27.90981643,van Geest (Netherlands)
7.01,14.40323222,van Geest (Netherlands)
10.18,31.88330817,van Geest (Netherlands)
8.89,33.25615539,van Geest (Netherlands)
8.28,32.84180576,van Geest (Netherlands)
8.06,2.620819805,van Geest (Netherlands)
7.7,215.5405782,van Geest (Netherlands)
7.21,81.1559591,van Geest (Netherlands)
7.4,104.409943,van Geest (Netherlands)
8.36,5.788121873,van Geest (Netherlands)
8.1,190.7919919,van Geest (Netherlands)
7.86,241.2455036,van Geest (Netherlands)
7.65,194.8585311,van Geest (Netherlands)
7.91,193.755429,van Geest (Netherlands)
8.04,163.275908,van Geest (Netherlands)
6.33,0.110020689,van Geest (Netherlands)
5.95,0.132774979,van Geest (Netherlands)
5.87,0.206163063,van Geest (Netherlands)
8.93,200.9532391,van Geest (Netherlands)
8,79.33909634,van Geest (Netherlands)
8.52,0.755696065,van Geest (Netherlands)
8.52,0.35967447,van Geest (Netherlands)
8.34,3.600983415,van Geest (Netherlands)
8.55,5.373368891,van Geest (Netherlands)
8.38,0.011223053,van Geest (Netherlands)
8.97,101.5478213,van Geest (Netherlands)
8.64,7.809181055,van Geest (Netherlands)
7.5,5.357138613,van Geest (Netherlands)
9.2,498.5804652,van Geest (Netherlands)
8.21,57.64158005,van Geest (Netherlands)
7.4,127.4313051,van Geest (Netherlands)
7.74,255.8597863,van Geest (Netherlands)
7.4,39.56421818,van Geest (Netherlands)
8.03,81.38555732,van Geest (Netherlands)
9.49,49.81681267,van Geest (Netherlands)
9.27,0.157320435,van Geest (Netherlands)
8.04,254.4318264,van Geest (Netherlands)
7.93,398.8290343,van Geest (Netherlands)
8.13,29.35633668,van Geest (Netherlands)
7.65,51.15936061,van Geest (Netherlands)
7.12,11.4067529,van Geest (Netherlands)
7.32,12.30066247,van Geest (Netherlands)
7.67,51.78268136,van Geest (Netherlands)
8.31,101.7522476,van Geest (Netherlands)
7.97,73.27833011,van Geest (Netherlands)
6.46,0.488489194,van Geest (Netherlands)
6.11,0.550959967,van Geest (Netherlands)
5.9,0.095242595,van Geest (Netherlands)
6.95,0.262112093,van Geest (Netherlands)
7.43,0.530405439,van Geest (Netherlands)
7.63,3.462688996,van Geest (Netherlands)
7.18,1.704961842,van Geest (Netherlands)
6.41,39.91332738,van Geest (Netherlands)
6.21,48.26902685,van Geest (Netherlands)
7.66,232.1524995,van Geest (Netherlands)
7.16,292.8167841,van Geest (Netherlands)
8.36,247.4647374,van Geest (Netherlands)
8.25,260.5444584,van Geest (Netherlands)
5.77,0.065488154,van Geest (Netherlands)
5.88,4.392696121,van Geest (Netherlands)
6,1.186841625,van Geest (Netherlands)
6.11,1.151358169,van Geest (Netherlands)
5,16.96407032,van Geest (Netherlands)
7.14,348.8297405,van Geest (Netherlands)
6.83,387.9620275,van Geest (Netherlands)
7.22,488.310784,van Geest (Netherlands)
7.2,464.0375493,van Geest (Netherlands)
7.35,425.92329,van Geest (Netherlands)
7.12,333.4790376,van Geest (Netherlands)
6.3,24.3627551,van Geest (Netherlands)
6.85,31.88865441,van Geest (Netherlands)
6.94,103.2961902,van Geest (Netherlands)
6.91,21.08251795,van Geest (Netherlands)
6.67,20.89585943,van Geest (Netherlands)
7.07,49.36472126,van Geest (Netherlands)
6.84,45.59095257,van Geest (Netherlands)
7.4,55.29031102,van Geest (Netherlands)
7.05,123.3634746,van Geest (Netherlands)
7.19,122.9537243,van Geest (Netherlands)
7.41,190.4826407,van Geest (Netherlands)
6.47,143.1983442,van Geest (Netherlands)
7.64,236.2857468,van Geest (Netherlands)
7.71,164.3953222,van Geest (Netherlands)
7.39,221.8599635,van Geest (Netherlands)
7.73,46.88603248,van Geest (Netherlands)
8.29,48.30733161,van Geest (Netherlands)
7.33,175.914255,van Geest (Netherlands)
7,121.8637669,van Geest (Netherlands)
6.36,88.57795152,van Geest (Netherlands)
5.67,36.63855949,van Geest (Netherlands)
4.8,0.098975532,van Geest (Netherlands)
5.21,0.49800316,van Geest (Netherlands)
5.15,0.067371163,van Geest (Netherlands)
5.22,0.158979046,van Geest (Netherlands)
7.75,24.48256277,van Geest (Netherlands)
6.51,111.1332161,van Geest (Netherlands)
7.77,158.8089033,van Geest (Netherlands)
8.8,25.41046832,van Geest (Netherlands)
6.81,64.85719086,van Geest (Netherlands)
7.82,95.19922702,van Geest (Netherlands)
6.59,63.8323471,van Geest (Netherlands)
9.23,51.20223042,van Geest (Netherlands)
5.75,1.850705624,van Geest (Netherlands)
7.29,174.0121405,van Geest (Netherlands)
5.58,5.87145675,van Geest (Netherlands)
6.01,6.476831123,van Geest (Netherlands)
7.18,99.2038215,van Geest (Netherlands)
6.53,39.40342687,van Geest (Netherlands)
6.75,110.4913898,van Geest (Netherlands)
7.6,132.2543283,van Geest (Netherlands)
7.06,136.0232342,van Geest (Netherlands)
7.45,136.6178111,van Geest (Netherlands)
7.56,109.3627248,van Geest (Netherlands)
7.41,129.6147932,van Geest (Netherlands)
7.24,144.1316558,van Geest (Netherlands)
6.42,87.77736028,van Geest (Netherlands)
7.47,120.9511434,van Geest (Netherlands)
7.44,87.10702606,van Geest (Netherlands)
7.39,87.04050941,van Geest (Netherlands)
6.46,97.63919232,van Geest (Netherlands)
7.05,81.51399403,van Geest (Netherlands)
6.83,70.88714225,van Geest (Netherlands)
6.86,97.56015204,van Geest (Netherlands)
6,0.814707792,van Geest (Netherlands)
7.36,2.668847008,van Geest (Netherlands)
6.42,2.180955998,van Geest (Netherlands)
6.36,1.051233679,van Geest (Netherlands)
7.32,1.50009199,van Geest (Netherlands)
6.57,1.851650172,van Geest (Netherlands)
7.37,24.75036838,van Geest (Netherlands)
7.04,1.434790024,van Geest (Netherlands)
6.65,1.251427718,van Geest (Netherlands)
6.38,1.49134018,van Geest (Netherlands)
7.4,186.2420289,van Geest (Netherlands)
6.67,1.367819216,van Geest (Netherlands)
7.6,84.83579432,van Geest (Netherlands)
6.95,11.76533077,van Geest (Netherlands)
8.91,251.3912384,van Geest (Netherlands)
7.75,646.0465908,van Geest (Netherlands)
8.32,64.44820839,van Geest (Netherlands)
7.88,69.4408386,van Geest (Netherlands)
7.6,49.46668265,van Geest (Netherlands)
8.55,43.82800752,van Geest (Netherlands)
7.58,106.637891,van Geest (Netherlands)
7.06,54.5652946,van Geest (Netherlands)
7.65,221.0320477,van Geest (Netherlands)
7.61,103.938899,van Geest (Netherlands)
7.12,95.31136798,van Geest (Netherlands)
7.71,167.6646905,van Geest (Netherlands)
7.49,168.5278028,van Geest (Netherlands)
7.52,170.4455741,van Geest (Netherlands)
8,211.6487714,van Geest (Netherlands)
7.49,165.3155495,van Geest (Netherlands)
7.75,195.4851559,van Geest (Netherlands)
7.52,195.5566241,van Geest (Netherlands)
7.38,161.6114163,van Geest (Netherlands)
7.62,278.294693,van Geest (Netherlands)
8.2,265.6732858,van Geest (Netherlands)
9.3,98.83783932,van Geest (Netherlands)
9.22,65.07113115,van Geest (Netherlands)
8,234.3185045,van Geest (Netherlands)
7.76,135.4139554,van Geest (Netherlands)
8.13,236.6445232,van Geest (Netherlands)
9.24,77.1128132,van Geest (Netherlands)
7.61,172.6319581,van Geest (Netherlands)
7.74,203.7209606,van Geest (Netherlands)
7.84,66.76879423,van Geest (Netherlands)
6.93,34.11788703,van Geest (Netherlands)
8.08,96.64307509,van Geest (Netherlands)
7.3,150.2317204,van Geest (Netherlands)
7.7,130.323936,van Geest (Netherlands)
7,250.0899038,van Geest (Netherlands)
7.21,278.704995,van Geest (Netherlands)
6.69,218.8024304,van Geest (Netherlands)
7.5,84.85566199,van Geest (Netherlands)
7.15,49.15052227,van Geest (Netherlands)
9.3,22.24363783,van Geest (Netherlands)
6.76,2.876214519,van Geest (Netherlands)
6.86,47.93087921,van Geest (Netherlands)
8.8,71.71500998,van Geest (Netherlands)
7.28,206.3486515,van Geest (Netherlands)
7.47,196.403606,van Geest (Netherlands)
7.6,188.5501638,van Geest (Netherlands)
7.24,181.4546853,van Geest (Netherlands)
7.37,190.0396252,van Geest (Netherlands)
7.32,127.6111462,van Geest (Netherlands)
9.61,148.7811935,van Geest (Netherlands)
7.96,144.2715252,van Geest (Netherlands)
6.68,112.8533679,van Geest (Netherlands)
8.55,175.9768544,van Geest (Netherlands)
8.85,79.28774811,van Geest (Netherlands)
7.21,176.8779344,van Geest (Netherlands)
7.41,120.0314066,van Geest (Netherlands)
6.88,178.2732778,van Geest (Netherlands)
6.83,68.92041589,van Geest (Netherlands)
7.09,77.02160426,van Geest (Netherlands)
6.98,28.28519931,van Geest (Netherlands)
6.49,85.09774667,van Geest (Netherlands)
6.95,131.7934586,van Geest (Netherlands)
6.27,121.1516968,van Geest (Netherlands)
7.67,153.0670097,van Geest (Netherlands)
7.13,17.63501849,van Geest (Netherlands)
6.79,190.5240555,van Geest (Netherlands)
7.7,236.5965485,van Geest (Netherlands)
7.31,117.2298151,van Geest (Netherlands)
8.17,148.4802858,van Geest (Netherlands)
8.22,26.13862065,van Geest (Netherlands)
8.22,27.88059287,van Geest (Netherlands)
7.8,13.50236464,van Geest (Netherlands)
7.8,12.62522203,van Geest (Netherlands)
6.45,106.7782579,van Geest (Netherlands)
8.95,153.4262014,van Geest (Netherlands)
9,114.8375041,van Geest (Netherlands)
8.64,174.4136773,van Geest (Netherlands)
8.14,217.3528493,van Geest (Netherlands)
7.63,137.1978217,van Geest (Netherlands)
7.31,136.4408478,van Geest (Netherlands)
7.85,213.868147,van Geest (Netherlands)
6.64,86.37246246,van Geest (Netherlands)
7.57,174.5692976,van Geest (Netherlands)
6.61,51.72324233,van Geest (Netherlands)
7.41,255.236692,van Geest (Netherlands)
5.64,3.687554021,van Geest (Netherlands)
6.48,3.945056896,van Geest (Netherlands)
8.6,79.01884038,van Geest (Netherlands)
7.73,0.936070284,van Geest (Netherlands)
6.69,0.636006198,van Geest (Netherlands)
6.97,2.016525194,van Geest (Netherlands)
5.72,8.829907612,van Geest (Netherlands)
9.07,74.91555306,van Geest (Netherlands)
8.47,8.028689726,van Geest (Netherlands)
7.68,212.4875089,van Geest (Netherlands)
8.5,214.4512688,van Geest (Netherlands)
8.49,223.0035508,van Geest (Netherlands)
9.12,118.263268,van Geest (Netherlands)
7.63,422.5770139,van Geest (Netherlands)
9.62,85.69719646,van Geest (Netherlands)
8.55,358.8217199,van Geest (Netherlands)
8.34,363.9062909,van Geest (Netherlands)
9.4,280.487082,van Geest (Netherlands)
8.73,319.6002911,van Geest (Netherlands)
8.38,452.201936,van Geest (Netherlands)
7.71,186.0378745,van Geest (Netherlands)
7.21,194.9561406,van Geest (Netherlands)
7.48,100.9479224,van Geest (Netherlands)
9.88,36.8194731,van Geest (Netherlands)
8.01,212.2158389,van Geest (Netherlands)
8.01,221.4570111,van Geest (Netherlands)
9.27,284.394069,van Geest (Netherlands)
6.63,296.4506226,van Geest (Netherlands)
7.17,243.9921777,van Geest (Netherlands)
7.71,149.3292256,van Geest (Netherlands)
5.68,14.56061382,van Geest (Netherlands)
5.75,74.26355502,van Geest (Netherlands)
6.7,9.703577603,van Geest (Netherlands)
8.33,25.81006102,van Geest (Netherlands)
5.65,0.194226184,van Geest (Netherlands)
6.01,0.34061618,van Geest (Netherlands)
6.76,2.813621277,van Geest (Netherlands)
7.3,26.26660248,van Geest (Netherlands)
7.4,10.99339905,van Geest (Netherlands)
4.95,0.156140832,van Geest (Netherlands)
6.56,16.05284245,van Geest (Netherlands)
6.4,27.29786144,van Geest (Netherlands)
6.94,16.1461125,van Geest (Netherlands)
5.3,0.437666359,van Geest (Netherlands)
9.32,102.915147,van Geest (Netherlands)
6.69,71.27451564,van Geest (Netherlands)
10.19,46.9627922,van Geest (Netherlands)
8.65,115.0513444,van Geest (Netherlands)
6.2,0.658197522,van Geest (Netherlands)
5.6,0.094485689,van Geest (Netherlands)
7.85,308.2767316,van Geest (Netherlands)
8.98,118.6184168,van Geest (Netherlands)
9.05,57.59022534,van Geest (Netherlands)
8.83,50.01425106,van Geest (Netherlands)
9.95,99.48967653,van Geest (Netherlands)
9.35,128.0195679,van Geest (Netherlands)
8.76,118.6690611,van Geest (Netherlands)
7.66,127.5938132,van Geest (Netherlands)
7.78,113.2831028,van Geest (Netherlands)
8.1,215.9376408,van Geest (Netherlands)
8.76,261.7540013,van Geest (Netherlands)
8.32,387.3814531,van Geest (Netherlands)
7.88,543.3900825,van Geest (Netherlands)
8.41,328.9927177,van Geest (Netherlands)
7.6,194.3089076,van Geest (Netherlands)
7.33,219.4404001,van Geest (Netherlands)
7.39,251.5619527,van Geest (Netherlands)
6.96,189.1720261,van Geest (Netherlands)
8.37,73.19241026,van Geest (Netherlands)
7.17,86.72453572,van Geest (Netherlands)
7.87,199.9634971,van Geest (Netherlands)
6.94,27.79403649,van Geest (Netherlands)
8.34,167.2424541,van Geest (Netherlands)
9.77,193.4380943,van Geest (Netherlands)
10.23,34.14128833,van Geest (Netherlands)
7.31,197.8385014,van Geest (Netherlands)
7.69,0.063085956,van Geest (Netherlands)
7.34,1.650446009,van Geest (Netherlands)
6.29,0.843767792,van Geest (Netherlands)
5.33,0.056127864,van Geest (Netherlands)
7.22,56.69921556,van Geest (Netherlands)
8.25,73.49647272,van Geest (Netherlands)
5.43,0.229066995,van Geest (Netherlands)
5.88,0.101880072,van Geest (Netherlands)
5.11,0.170925687,van Geest (Netherlands)
7.21,74.55437957,van Geest (Netherlands)
7.62,182.9453061,van Geest (Netherlands)
9.82,20.54962885,van Geest (Netherlands)
9.02,77.87147596,van Geest (Netherlands)
6.73,0.487759449,van Geest (Netherlands)
6.6,0.456134951,van Geest (Netherlands)
7.58,9.338621718,van Geest (Netherlands)
8.08,167.8644938,van Geest (Netherlands)
8.25,178.7858712,van Geest (Netherlands)
7.17,68.6589352,van Geest (Netherlands)
8.87,106.0766833,van Geest (Netherlands)
9.3,93.74829379,van Geest (Netherlands)
7.97,74.92564872,van Geest (Netherlands)
7.97,74.6702973,van Geest (Netherlands)
8.71,123.848365,van Geest (Netherlands)
9.24,86.92125594,van Geest (Netherlands)
7.38,91.32126914,van Geest (Netherlands)
7.22,126.6664468,van Geest (Netherlands)
8.04,125.0093688,van Geest (Netherlands)
7.45,102.8570381,van Geest (Netherlands)
7.72,118.5398563,van Geest (Netherlands)
8,159.8268241,van Geest (Netherlands)
7.29,135.6240031,van Geest (Netherlands)
7.77,112.7351045,van Geest (Netherlands)
8.66,155.6804516,van Geest (Netherlands)
9.23,277.3972854,van Geest (Netherlands)
8.21,475.2897198,van Geest (Netherlands)
7.63,160.7725804,van Geest (Netherlands)
7.25,38.06408457,van Geest (Netherlands)
7.05,39.70112733,van Geest (Netherlands)
8.18,147.297157,van Geest (Netherlands)
7.85,205.6224293,van Geest (Netherlands)
8.95,121.7806335,van Geest (Netherlands)
8.23,102.5582414,van Geest (Netherlands)
10.4,107.6734326,van Geest (Netherlands)
10.14,38.39315452,van Geest (Netherlands)
8.04,133.1948932,van Geest (Netherlands)
5.81,2.827008929,van Geest (Netherlands)
7.5,28.83132698,van Geest (Netherlands)
7.82,122.1169672,van Geest (Netherlands)
7.58,183.5501171,van Geest (Netherlands)
7.5,155.7222165,van Geest (Netherlands)
8.9,174.3042947,van Geest (Netherlands)
7.97,135.0644903,van Geest (Netherlands)
8.6,135.1941142,van Geest (Netherlands)
8.92,96.43132985,van Geest (Netherlands)
7.77,109.2113949,van Geest (Netherlands)
8.34,121.6548944,van Geest (Netherlands)
8.63,119.8957548,van Geest (Netherlands)
9,125.8086313,van Geest (Netherlands)
9,128.7757808,van Geest (Netherlands)
7.73,203.0988999,van Geest (Netherlands)
9.27,131.1721353,van Geest (Netherlands)
7.87,218.3630606,van Geest (Netherlands)
9.35,150.7957273,van Geest (Netherlands)
8.11,73.11536892,van Geest (Netherlands)
7.97,114.2972463,van Geest (Netherlands)
7.86,116.0753143,van Geest (Netherlands)
7.2,123.451183,van Geest (Netherlands)
9.4,74.00118456,van Geest (Netherlands)
8.99,89.16691369,van Geest (Netherlands)
9.08,259.9353116,van Geest (Netherlands)
9.85,111.8583157,van Geest (Netherlands)
9.46,53.55262719,van Geest (Netherlands)
7.07,24.59703062,van Geest (Netherlands)
5.15,0.025623184,van Geest (Netherlands)
8.2,136.884,van Geest (Netherlands)
8.14,143.106,van Geest (Netherlands)
8,148.413,van Geest (Netherlands)
8.6,142.008,van Geest (Netherlands)
7.7,155.428,van Geest (Netherlands)
7.46,125.2976141,van Geest (Netherlands)
7.74,129.1655196,van Geest (Netherlands)
8.58,127.2499585,van Geest (Netherlands)
8.73,125.9610353,van Geest (Netherlands)
7.9,120.6907127,van Geest (Netherlands)
7.8,119.5746004,van Geest (Netherlands)
8.2,117.353901,van Geest (Netherlands)
8.3,120.749817,van Geest (Netherlands)
7.03,179.035,van Geest (Netherlands)
6.98,148.291,van Geest (Netherlands)
7.36,151.646,van Geest (Netherlands)
9.5,37.027,van Geest (Netherlands)
8.73,145.973,van Geest (Netherlands)
8.41,162.87,van Geest (Netherlands)
7.37,226.493,van Geest (Netherlands)
8.15,159.21,van Geest (Netherlands)
7.5,111.386,van Geest (Netherlands)
6.11,0.793,van Geest (Netherlands)
5.37,0.061,van Geest (Netherlands)
7.82,92.72,van Geest (Netherlands)
5.6,3.843,van Geest (Netherlands)
6.8,0.183,van Geest (Netherlands)
7.1,134.688,van Geest (Netherlands)
6.57,0.793,van Geest (Netherlands)
7,50.508,van Geest (Netherlands)
7.66,113.033,van Geest (Netherlands)
7.35,324.215,van Geest (Netherlands)
7.47,173.789,van Geest (Netherlands)
8.74,67.039,van Geest (Netherlands)
9.97,68.32,van Geest (Netherlands)
7.38,391.437,van Geest (Netherlands)
7.52,289.079,van Geest (Netherlands)
7.08,89.182,van Geest (Netherlands)
7.37,239.791,van Geest (Netherlands)
7.59,121.695,van Geest (Netherlands)
7.52,157.99,van Geest (Netherlands)
6.9,152.134,van Geest (Netherlands)
7.37,149.084,van Geest (Netherlands)
7.5,164.578,van Geest (Netherlands)
7.2,132.797,van Geest (Netherlands)
7.77,133.285,van Geest (Netherlands)
7.07,128.1684124,van Geest (Netherlands)
5.86,3.191015847,van Geest (Netherlands)
5.82,3.026608503,van Geest (Netherlands)
7.3,174.2874604,van Geest (Netherlands)
6.83,37.87435898,van Geest (Netherlands)
6.6,39.57723837,van Geest (Netherlands)
9.38,67.23641627,van Geest (Netherlands)
9.44,67.63300317,van Geest (Netherlands)
7.5,78.36348285,van Geest (Netherlands)
9.3,86.22814527,van Geest (Netherlands)
7.27,170.5194403,van Geest (Netherlands)
7.32,150.5855038,van Geest (Netherlands)
7.25,238.6945851,van Geest (Netherlands)
9.92,202.22669,van Geest (Netherlands)
9.41,181.2230746,van Geest (Netherlands)
8.85,223.2094443,van Geest (Netherlands)
7.11,20.57971588,van Geest (Netherlands)
6.99,74.89811289,van Geest (Netherlands)
6.85,69.19169926,van Geest (Netherlands)
7.04,141.571371,van Geest (Netherlands)
6,0.645463753,van Geest (Netherlands)
6.6,41.15079489,van Geest (Netherlands)
7.04,48.26510173,van Geest (Netherlands)
7.08,28.23770489,van Geest (Netherlands)
7.2,290.0695852,van Geest (Netherlands)
7.5,278.1371122,van Geest (Netherlands)
7.33,130.3546953,van Geest (Netherlands)
7.5,29.37624067,van Geest (Netherlands)
7.83,109.0082387,van Geest (Netherlands)
7.68,119.4969198,van Geest (Netherlands)
8.88,100.0479642,van Geest (Netherlands)
7.985,75.884,Rivers Kinzig and Boye (Germany)
7.875,80.52,Rivers Kinzig and Boye (Germany)
7.73,66.612,Rivers Kinzig and Boye (Germany)
8.34,57.096,Rivers Kinzig and Boye (Germany)
7.975,57.096,Rivers Kinzig and Boye (Germany)
8.03,63.196,Rivers Kinzig and Boye (Germany)
7.85,71.248,Rivers Kinzig and Boye (Germany)
7.98,66.612,Rivers Kinzig and Boye (Germany)
7.935,77.592,Rivers Kinzig and Boye (Germany)
7.53,41.968,Rivers Kinzig and Boye (Germany)
7.79,43.92,Rivers Kinzig and Boye (Germany)
7.855,40.748,Rivers Kinzig and Boye (Germany)
7.845,75.152,Rivers Kinzig and Boye (Germany)
7.815,71.98,Rivers Kinzig and Boye (Germany)
7.7,70.272,Rivers Kinzig and Boye (Germany)
8.345,60.268,Rivers Kinzig and Boye (Germany)
8,61,Rivers Kinzig and Boye (Germany)
7.97,59.536,Rivers Kinzig and Boye (Germany)
7.895,66.124,Rivers Kinzig and Boye (Germany)
7.88,71.004,Rivers Kinzig and Boye (Germany)
7.95,74.908,Rivers Kinzig and Boye (Germany)
7.49,42.456,Rivers Kinzig and Boye (Germany)
7.76,47.336,Rivers Kinzig and Boye (Germany)
7.525,42.944,Rivers Kinzig and Boye (Germany)
8.13,111.996,Rivers Kinzig and Boye (Germany)
7.805,117.608,Rivers Kinzig and Boye (Germany)
7.693333333,128,Rivers Kinzig and Boye (Germany)
7.835,106.628,Rivers Kinzig and Boye (Germany)
8.005,93.452,Rivers Kinzig and Boye (Germany)
8.22,104.676,Rivers Kinzig and Boye (Germany)
8.05,104.676,Rivers Kinzig and Boye (Germany)
8.235,104.432,Rivers Kinzig and Boye (Germany)
8.185,101.504,Rivers Kinzig and Boye (Germany)
7.84,104.92,Rivers Kinzig and Boye (Germany)
7.825,102.724,Rivers Kinzig and Boye (Germany)
8.47,104.676,Rivers Kinzig and Boye (Germany)
8.34,195.444,Rivers Kinzig and Boye (Germany)
8.08,202.032,Rivers Kinzig and Boye (Germany)
8.116666667,246,Rivers Kinzig and Boye (Germany)
8.6,184.464,Rivers Kinzig and Boye (Germany)
8.705,171.044,Rivers Kinzig and Boye (Germany)
8.486666667,157.868,Rivers Kinzig and Boye (Germany)
8.31,202.764,Rivers Kinzig and Boye (Germany)
7.965,197.884,Rivers Kinzig and Boye (Germany)
8.105,199.836,Rivers Kinzig and Boye (Germany)
8.325,172.264,Rivers Kinzig and Boye (Germany)
8.41,201.3,Rivers Kinzig and Boye (Germany)
8,153.476,Rivers Kinzig and Boye (Germany)
8.31,133.224,Rivers Kinzig and Boye (Germany)
7.85,178.852,Rivers Kinzig and Boye (Germany)
7.985,131.028,Rivers Kinzig and Boye (Germany)
7.855,121.756,Rivers Kinzig and Boye (Germany)
8.065,147.132,Rivers Kinzig and Boye (Germany)
7.873333333,136.884,Rivers Kinzig and Boye (Germany)
7.83,130.784,Rivers Kinzig and Boye (Germany)
7.91,113.948,Rivers Kinzig and Boye (Germany)
7.88,149.328,Rivers Kinzig and Boye (Germany)
7.935,146.4,Rivers Kinzig and Boye (Germany)
8.09,136.396,Rivers Kinzig and Boye (Germany)
7.825,176.9,Rivers Kinzig and Boye (Germany)
7.915,172.264,Rivers Kinzig and Boye (Germany)
8.066666667,233.508,Rivers Kinzig and Boye (Germany)
8.025,181.78,Rivers Kinzig and Boye (Germany)
8.06,175.924,Rivers Kinzig and Boye (Germany)
8.305,139.324,Rivers Kinzig and Boye (Germany)
7.93,132.492,Rivers Kinzig and Boye (Germany)
7.895,205.692,Rivers Kinzig and Boye (Germany)
7.915,216.672,Rivers Kinzig and Boye (Germany)
8.01,184.22,Rivers Kinzig and Boye (Germany)
8.13,173.484,Rivers Kinzig and Boye (Germany)
8.13,170.068,Rivers Kinzig and Boye (Germany)
8.065,159.088,Rivers Kinzig and Boye (Germany)
8.535,174.46,Rivers Kinzig and Boye (Germany)
7.846666667,218.136,Rivers Kinzig and Boye (Germany)
7.975,162.992,Rivers Kinzig and Boye (Germany)
8.065,136.396,Rivers Kinzig and Boye (Germany)
8.105,162.504,Rivers Kinzig and Boye (Germany)
7.906666667,136.152,Rivers Kinzig and Boye (Germany)
7.905,148.596,Rivers Kinzig and Boye (Germany)
7.995,156.16,Rivers Kinzig and Boye (Germany)
8.045,155.428,Rivers Kinzig and Boye (Germany)
7.93,165.432,Rivers Kinzig and Boye (Germany)
8.11,165.432,Rivers Kinzig and Boye (Germany)
8.16,178.364,Rivers Kinzig and Boye (Germany)
8.37,161.284,Rivers Kinzig and Boye (Germany)
7.866666667,215.696,Rivers Kinzig and Boye (Germany)
7.88,166.652,Rivers Kinzig and Boye (Germany)
8.035,142.008,Rivers Kinzig and Boye (Germany)
8.26,169.092,Rivers Kinzig and Boye (Germany)
7.97,154.94,Rivers Kinzig and Boye (Germany)
7.915,148.84,Rivers Kinzig and Boye (Germany)
7.95,147.864,Rivers Kinzig and Boye (Germany)
8.035,169.58,Rivers Kinzig and Boye (Germany)
8.08,177.144,Rivers Kinzig and Boye (Germany)
